bairro,densidade_pop,idh,dist_ubs_km,historico_atendimentos,pct_exames_pendentes,populacao_infantil_pct,dia_semana_cadastro,latitude,longitude,demanda
São Miguel Paulista,16015.14,0.7108,0.718,9,0.6968,0.167,1,-23.492715,-46.444993,Alta
São Miguel Paulista,18778.02,0.7308,0.649,11,0.2493,0.1906,3,-23.503442,-46.447621,Alta
São Miguel Paulista,12135.55,0.7174,0.716,9,0.4686,0.2083,4,-23.49057,-46.447112,Media
São Miguel Paulista,14089.7,0.7116,1.09,9,0.6315,0.2548,2,-23.494744,-46.448696,Alta
São Miguel Paulista,16090.37,0.733,0.687,10,0.3074,0.1938,4,-23.504565,-46.444078,Alta
São Miguel Paulista,12996.6,0.7428,0.754,15,0.1503,0.2066,5,-23.50069,-46.451551,Media
Vila Curuçá,13630.59,0.6542,2.85,12,0.1767,0.2098,0,-23.50856,-46.421002,Alta
Vila Curuçá,14482.9,0.6563,2.432,11,0.2725,0.3073,6,-23.507369,-46.423046,Alta
Vila Curuçá,15250.92,0.6537,2.451,15,0.4185,0.2516,5,-23.511297,-46.419064,Alta
Vila Curuçá,13666.87,0.657,2.304,11,0.0702,0.3191,6,-23.501629,-46.418165,Media
Vila Curuçá,11297.55,0.6632,2.483,10,0.0299,0.2787,5,-23.507336,-46.420205,Alta
Vila Curuçá,13487.74,0.6882,2.199,10,0.0479,0.2081,5,-23.516288,-46.407287,Alta
Vila Curuçá,9886.4,0.6424,2.493,13,0.4155,0.2214,5,-23.509892,-46.417676,Alta
Vila Curuçá,11973.62,0.6527,2.485,7,0.3683,0.308,5,-23.510681,-46.414305,Media
Vila Curuçá,15884.02,0.6668,2.795,8,0.252,0.2308,1,-23.517406,-46.419318,Media
Vila Curuçá,12156.13,0.6472,2.278,7,0.4922,0.2767,5,-23.507434,-46.416867,Media
Vila Curuçá,16307.62,0.6388,2.441,9,0.4213,0.3507,0,-23.516712,-46.409837,Alta
Vila Curuçá,11557.75,0.6566,2.22,13,0.2234,0.2336,0,-23.515812,-46.41617,Media
Vila Curuçá,15366.57,0.6788,2.717,7,0.0409,0.1768,4,-23.510961,-46.419585,Alta
Vila Curuçá,16574.51,0.6371,2.504,17,0.1948,0.341,3,-23.511283,-46.411567,Alta
Vila Curuçá,14540.16,0.6656,2.312,12,0.5675,0.1971,3,-23.515053,-46.418866,Alta
Vila Curuçá,11059.34,0.655,2.346,7,0.5073,0.2209,4,-23.50889,-46.413885,Media
Vila Curuçá,14600.09,0.6539,2.563,9,0.1941,0.246,6,-23.520073,-46.41952,Media
Vila Curuçá,12070.28,0.6611,2.315,10,0.3618,0.2434,5,-23.521289,-46.424683,Baixa
Vila Curuçá,11442.17,0.6479,2.289,13,0.1358,0.1821,2,-23.519894,-46.416485,Alta
Vila Curuçá,12724.12,0.6282,2.457,13,0.3171,0.1598,2,-23.501944,-46.412339,Media
Vila Curuçá,18218.21,0.6537,2.459,6,0.3339,0.1916,6,-23.511366,-46.412897,Media
Vila Curuçá,12297.18,0.6266,2.201,14,0.3169,0.2051,2,-23.513469,-46.414242,Alta
Vila Curuçá,12261.56,0.645,2.314,9,0.1328,0.2176,5,-23.515977,-46.419013,Alta
Vila Curuçá,12786.74,0.6582,2.313,9,0.4412,0.2582,1,-23.511501,-46.413815,Alta
Vila Curuçá,12967.51,0.7,2.498,11,0.6121,0.2812,0,-23.519437,-46.426833,Alta
Lajeado,14051.86,0.7417,0.669,9,0.0292,0.1924,6,-23.55211,-46.398276,Alta
Lajeado,11290.26,0.7398,0.234,14,0.1531,0.2232,3,-23.547041,-46.400944,Media
Lajeado,14150.61,0.7688,0.554,9,0.0589,0.1947,1,-23.541871,-46.393212,Baixa
Lajeado,14594.86,0.7431,0.727,5,0.2965,0.1918,5,-23.543605,-46.391782,Alta
Lajeado,14543.89,0.7796,0.314,8,0.2978,0.1641,6,-23.540282,-46.391852,Media
Lajeado,16205.73,0.7132,0.687,14,0.4895,0.1512,4,-23.537337,-46.395007,Alta
Lajeado,13948.41,0.7728,1.008,13,0.0963,0.1883,6,-23.549689,-46.399649,Baixa
Lajeado,11001.01,0.6952,0.312,7,0.0514,0.2551,5,-23.544688,-46.401553,Baixa
Lajeado,12365.75,0.7474,0.432,6,0.0394,0.2339,5,-23.543145,-46.405861,Media
Lajeado,13909.14,0.7478,0.311,14,0.3766,0.1725,0,-23.537598,-46.404773,Baixa
Lajeado,14415.41,0.7589,0.368,8,0.2258,0.1626,5,-23.545505,-46.404952,Baixa
Lajeado,11951.94,0.7326,0.609,4,0.0189,0.2949,3,-23.547283,-46.396483,Media
Lajeado,14028.47,0.7665,0.627,11,0.1791,0.1507,6,-23.547377,-46.397872,Media
Lajeado,14047.15,0.7476,0.362,10,0.2098,0.1371,5,-23.548307,-46.393711,Media
Lajeado,10830.83,0.7474,0.321,9,0.2696,0.226,2,-23.540231,-46.40323,Media
Lajeado,11320.49,0.7764,0.295,8,0.3019,0.2367,4,-23.545061,-46.393251,Media
Lajeado,15227.02,0.7449,0.367,10,0.6983,0.2892,4,-23.538588,-46.395468,Alta
Lajeado,10360.33,0.7312,0.386,10,0.5234,0.249,2,-23.547596,-46.405118,Media
Lajeado,13378.36,0.7689,0.68,13,0.1407,0.2067,5,-23.540454,-46.400187,Alta
Lajeado,13774.1,0.7538,0.252,14,0.165,0.1512,2,-23.548539,-46.39728,Baixa
Lajeado,14107.15,0.7657,0.471,4,0.1315,0.2142,4,-23.543102,-46.398622,Media
Lajeado,13206.47,0.7554,0.461,0,0.6051,0.2354,1,-23.536453,-46.401622,Baixa
Lajeado,13204.54,0.7495,0.233,8,0.3279,0.2595,0,-23.537575,-46.393586,Baixa
Lajeado,13918.11,0.7709,0.361,13,0.1474,0.3141,4,-23.542513,-46.404471,Alta
Lajeado,15584.86,0.7292,0.763,10,0.2483,0.2566,0,-23.544032,-46.400566,Baixa
Iguatemi,15038.2,0.7634,5.347,7,0.5425,0.2485,2,-23.583057,-46.437455,Alta
Iguatemi,16852.83,0.7447,5.354,10,0.598,0.1995,5,-23.584022,-46.44257,Alta
Iguatemi,13240.8,0.7492,5.868,7,0.0414,0.2797,0,-23.578815,-46.435375,Alta
Iguatemi,17207.39,0.7235,5.672,12,0.4061,0.189,4,-23.586521,-46.443407,Alta
Iguatemi,16706.09,0.752,5.73,6,0.3186,0.2154,4,-23.590596,-46.431785,Media
Iguatemi,14148.35,0.7617,5.432,8,0.0556,0.2288,1,-23.579789,-46.438633,Media
Iguatemi,16788.19,0.7036,5.386,9,0.1198,0.149,5,-23.585773,-46.44423,Alta
Iguatemi,15097.49,0.7508,5.53,11,0.2537,0.1683,1,-23.585973,-46.427674,Media
Iguatemi,15086.17,0.7134,5.371,6,0.1633,0.2904,3,-23.584683,-46.438248,Media
Iguatemi,15935.13,0.7414,5.596,10,0.251,0.1909,6,-23.582565,-46.428601,Alta
Iguatemi,17887.23,0.7519,5.535,8,0.1243,0.231,2,-23.585243,-46.440981,Baixa
Iguatemi,14064.84,0.7728,5.548,8,0.1187,0.2157,3,-23.57237,-46.437644,Media
Iguatemi,14903.69,0.7504,5.538,13,0.3481,0.1707,5,-23.583823,-46.45084,Alta
Iguatemi,15579.2,0.7341,5.75,17,0.2348,0.3437,0,-23.57856,-46.429418,Alta
Iguatemi,18070.01,0.7454,5.58,10,0.2931,0.2292,6,-23.588521,-46.433507,Media
Iguatemi,16376.25,0.7386,5.701,11,0.4762,0.1872,3,-23.584691,-46.434834,Alta
Iguatemi,15578.72,0.7247,5.408,5,0.2823,0.2132,4,-23.583726,-46.431627,Alta
Iguatemi,13245.28,0.7671,5.536,8,0.1984,0.1767,5,-23.592516,-46.43957,Media
Iguatemi,13726.97,0.7308,5.575,9,0.326,0.2324,1,-23.583953,-46.436948,Alta
Iguatemi,16712.46,0.7099,5.343,7,0.2937,0.1707,0,-23.589796,-46.435864,Alta
Iguatemi,15430.63,0.7309,5.769,11,0.1283,0.2621,6,-23.58163,-46.448983,Media
Iguatemi,15563.71,0.7543,5.441,9,0.321,0.2598,4,-23.588098,-46.430742,Alta
Iguatemi,15070.52,0.7594,5.675,14,0.209,0.2317,6,-23.58743,-46.437957,Media
Iguatemi,15890.48,0.7601,5.378,11,0.2446,0.2099,6,-23.585463,-46.436764,Alta
Iguatemi,16407.27,0.7342,5.455,12,0.5973,0.2039,1,-23.583794,-46.438991,Alta
Cidade Líder,14543.57,0.7691,0.318,11,0.6204,0.2787,2,-23.558307,-46.46551,Alta
Cidade Líder,14570.81,0.7449,0.491,16,0.6051,0.2031,3,-23.565976,-46.464203,Media
Cidade Líder,10526.81,0.7384,0.272,7,0.343,0.1808,1,-23.55671,-46.467501,Media
Cidade Líder,13307.46,0.7489,0.3,8,0.2595,0.2543,5,-23.560431,-46.46584,Media
Cidade Líder,11437.87,0.7327,0.775,12,0.2298,0.3141,3,-23.556685,-46.463057,Media
Cidade Líder,12919.05,0.7744,0.444,6,0.3651,0.1456,0,-23.556185,-46.465314,Alta
Cidade Líder,13149.02,0.8007,0.429,14,0.1876,0.2517,6,-23.556204,-46.46184,Baixa
Cidade Líder,13552.61,0.7502,0.578,13,0.0362,0.1567,0,-23.556498,-46.464998,Media
Cidade Líder,13373.58,0.7383,0.638,6,0.184,0.1989,3,-23.557645,-46.458813,Media
Cidade Líder,10819.2,0.7248,0.343,11,0.1205,0.2683,3,-23.560159,-46.457251,Media
Cidade Líder,13357.42,0.7441,0.313,7,0.3242,0.2317,0,-23.553282,-46.457666,Alta
Cidade Líder,14205.87,0.7527,0.355,10,0.0722,0.2444,2,-23.553623,-46.473418,Baixa
Cidade Líder,12609.44,0.7753,0.624,9,0.1618,0.1671,4,-23.557901,-46.460523,Media
Cidade Líder,13141.0,0.7633,0.633,10,0.4769,0.2232,1,-23.552339,-46.463912,Baixa
Cidade Líder,12514.83,0.7343,0.416,10,0.5009,0.3272,6,-23.567775,-46.465909,Media
Cidade Líder,14091.41,0.7526,0.933,16,0.2442,0.1967,6,-23.558166,-46.459347,Baixa
Cidade Líder,11014.09,0.7357,0.731,13,0.1587,0.181,3,-23.552209,-46.466881,Media
Cidade Líder,12858.29,0.7432,0.643,10,0.347,0.3239,2,-23.550599,-46.468885,Media
Cidade Líder,12190.56,0.7525,0.335,16,0.1916,0.2308,0,-23.554352,-46.464373,Alta
Cidade Líder,15530.17,0.7452,0.293,6,0.3092,0.2254,5,-23.554079,-46.46406,Media
Cidade Líder,13800.84,0.7033,0.286,14,0.0873,0.2289,5,-23.559784,-46.466689,Media
Cidade Líder,12187.5,0.741,0.807,10,0.1197,0.2267,3,-23.559918,-46.465627,Baixa
Cidade Líder,11984.8,0.7214,0.253,7,0.1096,0.2197,6,-23.562263,-46.461695,Media
Cidade Líder,11090.08,0.7326,0.647,7,0.0885,0.2508,0,-23.555503,-46.468109,Alta
Cidade Líder,11001.64,0.7533,0.642,11,0.4108,0.1984,6,-23.564536,-46.463003,Alta
Penha,15832.52,0.7753,8.923,9,0.1751,0.2259,6,-23.529938,-46.545398,Media
Penha,13828.09,0.7719,9.009,12,0.4993,0.1175,6,-23.528002,-46.547667,Alta
Penha,13284.99,0.7659,9.148,16,0.1402,0.2246,3,-23.523319,-46.545982,Alta
Penha,13897.72,0.8082,9.107,8,0.136,0.2611,3,-23.530368,-46.543357,Media
Penha,14423.8,0.7699,9.416,9,0.2823,0.2368,3,-23.527444,-46.547524,Alta
Penha,14048.85,0.8012,8.918,8,0.432,0.1738,2,-23.516719,-46.544106,Alta
Penha,13985.83,0.7876,9.369,11,0.1852,0.1872,6,-23.522046,-46.537007,Alta
Penha,14081.02,0.7806,9.365,4,0.2604,0.1985,5,-23.525332,-46.534529,Alta
Penha,14177.32,0.7564,8.968,9,0.396,0.2208,2,-23.526193,-46.543929,Alta
Penha,15698.32,0.7617,8.959,7,0.4608,0.3164,2,-23.521494,-46.539534,Alta
Penha,14180.06,0.787,9.014,16,0.3414,0.1833,1,-23.532974,-46.539021,Alta
Penha,11008.42,0.7525,9.123,10,0.1869,0.1969,4,-23.525224,-46.541066,Alta
Penha,13384.49,0.7909,8.905,13,0.3064,0.2042,6,-23.531458,-46.539277,Media
Penha,12507.36,0.7528,9.01,12,0.3284,0.2084,5,-23.52924,-46.542161,Alta
Penha,13250.74,0.7703,9.03,5,0.7527,0.1814,1,-23.527368,-46.551849,Alta
Penha,11647.0,0.7629,8.98,6,0.661,0.2256,0,-23.521993,-46.543113,Alta
Penha,12862.51,0.785,8.905,12,0.2007,0.2028,5,-23.518757,-46.543193,Baixa
Penha,10705.12,0.7845,8.982,10,0.4115,0.2799,5,-23.530338,-46.543888,Alta
Penha,12060.86,0.798,9.024,9,0.1057,0.2443,2,-23.517343,-46.539572,Media
Penha,11977.97,0.7543,9.076,14,0.1392,0.3192,6,-23.530885,-46.548666,Baixa
Penha,13838.33,0.7936,9.119,13,0.4241,0.2567,2,-23.522603,-46.545331,Alta
Penha,13932.0,0.8052,9.082,8,0.2524,0.1946,1,-23.531414,-46.5391,Media
Penha,12097.17,0.7872,8.917,11,0.5164,0.1905,3,-23.525194,-46.545239,Alta
Penha,11408.43,0.7737,8.857,7,0.4359,0.1957,3,-23.527335,-46.54227,Alta
Penha,14692.82,0.8152,9.11,17,0.3319,0.2559,0,-23.533986,-46.534979,Media
Cangaíba,15452.87,0.7576,2.925,11,0.3093,0.2739,5,-23.519746,-46.516094,Alta
Cangaíba,15766.22,0.77,2.972,8,0.3323,0.1919,3,-23.520685,-46.520411,Alta
Cangaíba,18860.06,0.7705,3.095,20,0.348,0.2627,1,-23.516663,-46.522976,Media
Cangaíba,13652.52,0.754,2.871,8,0.276,0.2073,3,-23.514951,-46.509106,Baixa
Cangaíba,16640.78,0.7545,3.112,11,0.3956,0.1892,0,-23.513159,-46.510298,Baixa
Cangaíba,17081.23,0.7535,3.277,13,0.0204,0.1792,5,-23.518089,-46.502382,Media
Cangaíba,13655.35,0.7943,3.015,17,0.4512,0.2286,2,-23.520543,-46.520972,Media
Cangaíba,17143.75,0.7581,2.871,14,0.2416,0.3164,3,-23.525453,-46.508423,Alta
Cangaíba,16643.16,0.7617,3.249,11,0.4611,0.2393,2,-23.521466,-46.518116,Media
Cangaíba,15191.65,0.7208,2.927,11,0.2593,0.2237,2,-23.520505,-46.516372,Media
Cangaíba,14105.32,0.7589,2.935,15,0.3271,0.2074,6,-23.516184,-46.518377,Media
Cangaíba,15384.11,0.7908,3.519,4,0.1329,0.1969,4,-23.519888,-46.511872,Baixa
Cangaíba,14100.22,0.7264,2.923,7,0.2874,0.2212,5,-23.522012,-46.523402,Media
Cangaíba,16009.42,0.7483,3.076,13,0.1623,0.2229,6,-23.515782,-46.521141,Media
Cangaíba,18916.16,0.7924,2.898,7,0.1094,0.2059,5,-23.521492,-46.5113,Media
Cangaíba,15086.3,0.7799,3.411,10,0.2144,0.2182,3,-23.517088,-46.51991,Media
Cangaíba,13585.03,0.7542,3.296,10,0.185,0.2842,4,-23.52153,-46.518658,Baixa
Cangaíba,15633.73,0.7418,2.881,8,0.1948,0.1735,6,-23.52005,-46.509955,Alta
Cangaíba,16895.75,0.7371,2.863,4,0.1588,0.2339,4,-23.511185,-46.518019,Media
Cangaíba,18020.91,0.8002,3.0,9,0.182,0.2237,6,-23.504583,-46.518825,Alta
Cangaíba,13692.47,0.7278,3.291,13,0.2509,0.2151,6,-23.515303,-46.519129,Alta
Cangaíba,13495.82,0.7308,3.757,14,0.2314,0.1906,0,-23.510369,-46.512796,Alta
Cangaíba,15342.3,0.7405,3.073,10,0.2997,0.1925,6,-23.524807,-46.517574,Media
Cangaíba,13744.1,0.7763,2.93,13,0.1836,0.2529,1,-23.520739,-46.513543,Alta
Cangaíba,15734.97,0.7461,3.01,12,0.1936,0.1392,1,-23.517881,-46.516191,Media
Aricanduva,18824.23,0.8231,2.343,1,0.5041,0.2175,5,-23.557801,-46.537261,Alta
Aricanduva,14948.69,0.7865,2.902,10,0.0367,0.2337,4,-23.558786,-46.536263,Alta
Aricanduva,19720.17,0.8546,2.365,7,0.1081,0.1882,3,-23.557569,-46.524916,Baixa
Aricanduva,17444.78,0.8673,2.387,13,0.1578,0.2105,3,-23.555588,-46.534207,Media
Aricanduva,14616.48,0.8443,2.778,9,0.4854,0.2076,6,-23.550504,-46.534919,Media
Aricanduva,13720.71,0.8412,2.422,8,0.5341,0.2729,5,-23.556323,-46.543659,Media
Aricanduva,19057.66,0.7964,2.491,7,0.5144,0.2486,4,-23.551041,-46.527624,Media
Aricanduva,17359.44,0.7979,2.387,13,0.1105,0.1458,3,-23.556237,-46.534095,Baixa
Aricanduva,18077.98,0.8136,2.546,8,0.186,0.1966,4,-23.552471,-46.539707,Baixa
Aricanduva,16139.02,0.8334,2.563,17,0.0451,0.2182,3,-23.561704,-46.526055,Baixa
Aricanduva,16741.86,0.8364,2.579,13,0.2277,0.1506,6,-23.555803,-46.531115,Baixa
Aricanduva,16544.15,0.8216,2.404,11,0.4522,0.2473,3,-23.553375,-46.527616,Media
Aricanduva,18600.66,0.8177,2.611,8,0.3514,0.1535,4,-23.551627,-46.538244,Media
Aricanduva,17332.23,0.8205,2.525,10,0.2031,0.2145,6,-23.543148,-46.537856,Media
Aricanduva,18993.96,0.8093,2.429,4,0.145,0.3398,0,-23.562624,-46.53609,Media
Aricanduva,20664.35,0.8239,2.845,13,0.2279,0.2078,5,-23.550128,-46.540318,Media
Aricanduva,15627.28,0.8301,2.394,8,0.3195,0.1766,0,-23.550592,-46.533031,Media
Aricanduva,16080.45,0.8193,2.379,14,0.1355,0.1897,4,-23.556954,-46.525011,Media
Aricanduva,16833.23,0.808,2.726,13,0.1172,0.1381,1,-23.557978,-46.527933,Media
Aricanduva,18168.16,0.7968,2.464,5,0.269,0.1628,6,-23.5542,-46.531125,Alta
Aricanduva,16943.25,0.7863,2.315,10,0.0849,0.2477,2,-23.547537,-46.526905,Baixa
Aricanduva,15992.11,0.7871,2.69,8,0.3699,0.1671,6,-23.55374,-46.528924,Alta
Aricanduva,17401.38,0.8429,2.635,10,0.2885,0.3095,0,-23.550447,-46.53344,Baixa
Aricanduva,18888.32,0.8103,2.637,12,0.3585,0.2209,1,-23.55069,-46.526496,Alta
Aricanduva,17399.8,0.8193,2.681,8,0.2239,0.207,3,-23.553275,-46.532514,Baixa
Vila Formosa,10269.42,0.8538,1.755,9,0.4358,0.1927,4,-23.561361,-46.546046,Baixa
Vila Formosa,11665.89,0.8586,1.363,8,0.0981,0.1853,3,-23.574139,-46.554333,Baixa
Vila Formosa,12386.96,0.8538,1.451,11,0.217,0.2825,3,-23.576125,-46.550279,Baixa
Vila Formosa,10824.4,0.883,1.421,15,0.4707,0.2047,0,-23.575529,-46.538641,Baixa
Vila Formosa,10987.91,0.8839,1.554,8,0.2045,0.249,5,-23.571954,-46.544529,Media
Vila Formosa,13848.66,0.8389,1.583,13,0.1718,0.2133,6,-23.561901,-46.541456,Baixa
Vila Formosa,10484.47,0.8463,1.305,10,0.2594,0.1634,2,-23.570732,-46.545201,Baixa
Vila Formosa,9787.22,0.865,1.581,13,0.3435,0.3469,1,-23.562127,-46.547442,Media
Vila Formosa,7214.79,0.8586,1.483,7,0.2674,0.2683,6,-23.563856,-46.556448,Baixa
Vila Formosa,10958.92,0.8443,1.486,12,0.1745,0.3253,6,-23.564258,-46.551141,Media
Vila Formosa,12662.52,0.8737,1.23,7,0.2742,0.1552,0,-23.569559,-46.53635,Baixa
Vila Formosa,13059.52,0.8734,1.198,5,0.258,0.2733,2,-23.563336,-46.538069,Baixa
Vila Formosa,8436.64,0.9036,1.521,11,0.1796,0.1457,3,-23.567994,-46.540006,Media
Vila Formosa,10317.96,0.8685,1.807,7,0.2091,0.2081,6,-23.574044,-46.545071,Media
Vila Formosa,14838.44,0.8641,1.674,6,0.0916,0.2892,0,-23.572211,-46.538625,Baixa
Vila Formosa,12316.22,0.8873,1.532,7,0.2104,0.1104,0,-23.566094,-46.549599,Baixa
Vila Formosa,12327.37,0.8923,1.342,7,0.1212,0.2033,6,-23.573329,-46.557164,Baixa
Vila Formosa,8522.1,0.8738,1.46,12,0.2856,0.2174,1,-23.563887,-46.541175,Alta
Vila Formosa,8727.08,0.864,1.389,11,0.0503,0.2199,1,-23.561783,-46.541626,Baixa
Vila Formosa,13545.14,0.8851,1.291,15,0.3145,0.2649,6,-23.565959,-46.554703,Media
Vila Formosa,11821.39,0.8744,1.272,11,0.2289,0.2658,6,-23.565837,-46.54472,Baixa
Vila Formosa,14753.21,0.8694,1.387,14,0.0988,0.2246,2,-23.57311,-46.538645,Baixa
Vila Formosa,13884.53,0.8908,1.234,11,0.1929,0.2264,1,-23.569213,-46.544181,Baixa
Vila Formosa,10232.29,0.8945,1.263,5,0.1432,0.1672,0,-23.561529,-46.541278,Baixa
Vila Formosa,13341.62,0.851,1.261,10,0.5589,0.2013,0,-23.565592,-46.547738,Media
Belém,17794.69,0.7883,1.778,9,0.4285,0.2221,5,-23.539686,-46.608254,Alta
Belém,15955.92,0.7462,2.199,12,0.2408,0.1972,4,-23.5404,-46.59346,Media
Belém,14496.38,0.8018,1.663,8,0.523,0.185,3,-23.542122,-46.59691,Baixa
Belém,15776.47,0.794,2.055,9,0.2924,0.2079,1,-23.529097,-46.597441,Baixa
Belém,18323.8,0.7717,1.694,10,0.1575,0.2138,5,-23.534674,-46.600493,Baixa
Belém,15491.17,0.7919,2.115,9,0.0551,0.1922,0,-23.542843,-46.606572,Baixa
Belém,17323.45,0.8033,1.897,11,0.5362,0.2219,6,-23.543926,-46.592069,Media
Belém,15439.74,0.7858,1.685,8,0.3946,0.2687,3,-23.540935,-46.597321,Baixa
Belém,17617.94,0.8102,1.624,13,0.1106,0.1545,5,-23.542507,-46.60431,Baixa
Belém,14357.0,0.8152,1.7,7,0.3357,0.2207,2,-23.542291,-46.592357,Media
Belém,16842.05,0.8043,1.877,8,0.2606,0.2757,3,-23.547566,-46.600268,Baixa
Belém,14994.58,0.8187,1.723,9,0.0558,0.2194,0,-23.530729,-46.601532,Baixa
Belém,15867.8,0.8114,1.679,7,0.0983,0.2356,3,-23.529335,-46.594322,Baixa
Belém,14201.39,0.7808,1.595,15,0.3295,0.2219,4,-23.534006,-46.597111,Media
Belém,15181.44,0.7761,1.699,9,0.5375,0.2344,2,-23.544814,-46.609126,Media
Belém,17265.76,0.7635,1.859,8,0.1075,0.1534,6,-23.538488,-46.592355,Media
Belém,14528.94,0.7758,1.69,8,0.1338,0.2081,5,-23.540112,-46.60713,Baixa
Belém,15500.76,0.8283,1.888,13,0.0461,0.2303,3,-23.544515,-46.596688,Baixa
Belém,14337.45,0.8259,1.766,9,0.4055,0.174,5,-23.538093,-46.602084,Media
Belém,15704.56,0.8185,1.593,5,0.3872,0.242,3,-23.540174,-46.598951,Media
Belém,16286.07,0.7963,1.645,5,0.2443,0.2144,0,-23.535048,-46.60113,Alta
Belém,16915.95,0.8294,1.752,10,0.2079,0.1803,2,-23.54357,-46.603529,Media
Belém,14142.63,0.7845,1.645,16,0.0501,0.2476,1,-23.532136,-46.597015,Baixa
Belém,19920.33,0.8447,2.092,20,0.2746,0.1853,2,-23.541001,-46.597782,Media
Belém,14835.91,0.7813,1.736,8,0.1213,0.1768,3,-23.533282,-46.592375,Alta
Pari,20091.54,0.8146,9.463,9,0.2724,0.2146,5,-23.527929,-46.607541,Alta
Pari,18047.61,0.7406,9.367,10,0.0919,0.1926,4,-23.522418,-46.620648,Baixa
Pari,19036.15,0.7823,9.288,7,0.3246,0.2145,1,-23.525674,-46.62074,Alta
Pari,16026.15,0.7895,9.291,10,0.2446,0.1891,0,-23.519309,-46.613976,Media
Pari,20602.26,0.7857,9.626,17,0.0532,0.05,5,-23.521343,-46.616506,Baixa
Pari,19419.32,0.7929,9.411,17,0.3395,0.2855,6,-23.519761,-46.611382,Alta
Pari,16473.45,0.7392,9.256,12,0.4824,0.2227,5,-23.530702,-46.61803,Alta
Pari,20821.36,0.7543,9.446,11,0.4192,0.1888,3,-23.526721,-46.620922,Alta
Pari,19619.25,0.783,9.503,6,0.3541,0.2137,6,-23.522127,-46.620746,Alta
Pari,16528.41,0.7506,9.238,9,0.1948,0.2428,1,-23.529483,-46.611766,Alta
Pari,18117.19,0.7733,9.464,10,0.23,0.2412,1,-23.531187,-46.617849,Media
Pari,14636.01,0.7591,9.508,11,0.4353,0.2839,5,-23.526606,-46.62386,Alta
Pari,20396.27,0.7648,9.283,7,0.1571,0.1974,3,-23.519547,-46.616931,Alta
Pari,19195.33,0.7529,9.358,9,0.2625,0.3314,5,-23.525102,-46.615033,Alta
Pari,17490.49,0.7782,9.435,13,0.5212,0.2318,1,-23.521842,-46.615546,Media
Pari,18479.99,0.7637,9.315,11,0.1259,0.2293,6,-23.522137,-46.616747,Alta
Pari,16918.78,0.7432,9.368,12,0.4257,0.1465,5,-23.530033,-46.617679,Alta
Pari,18092.43,0.7801,9.417,7,0.3904,0.244,0,-23.525511,-46.60681,Alta
Pari,18316.45,0.7872,9.427,11,0.4566,0.2354,6,-23.534531,-46.626352,Alta
Pari,18940.14,0.8146,9.381,15,0.3636,0.1401,0,-23.520894,-46.619934,Alta
Pari,19912.35,0.7838,9.211,6,0.7967,0.2202,5,-23.534637,-46.623717,Alta
Pari,17638.7,0.7993,9.652,12,0.2219,0.2912,1,-23.524009,-46.616669,Alta
Pari,20674.72,0.7627,9.383,11,0.3264,0.1908,4,-23.532607,-46.61214,Media
Pari,18172.41,0.7793,9.341,9,0.4035,0.2109,2,-23.52876,-46.607374,Alta
Pari,18499.27,0.7795,9.486,8,0.3386,0.203,3,-23.535048,-46.629155,Alta
Brasilândia,20948.02,0.6946,0.393,11,0.2453,0.2663,4,-23.463641,-46.687557,Media
Brasilândia,23313.07,0.7087,0.596,11,0.3098,0.1716,3,-23.469252,-46.688833,Alta
Brasilândia,23632.79,0.7017,0.603,6,0.1041,0.2996,5,-23.461933,-46.692128,Alta
Brasilândia,23490.44,0.697,0.42,14,0.347,0.2444,5,-23.469389,-46.690443,Alta
Brasilândia,21622.51,0.6973,0.523,6,0.4529,0.1433,2,-23.467163,-46.69063,Alta
Brasilândia,24211.24,0.709,0.8,7,0.0434,0.2742,6,-23.467799,-46.693186,Media
Brasilândia,23196.96,0.7272,0.566,8,0.2723,0.2967,1,-23.467021,-46.690798,Media
Brasilândia,24513.85,0.708,0.631,8,0.0294,0.1639,6,-23.473129,-46.682179,Media
Brasilândia,26264.87,0.7021,0.568,8,0.5904,0.2492,6,-23.464056,-46.683692,Media
Brasilândia,21686.06,0.706,1.026,13,0.042,0.1818,4,-23.468578,-46.690577,Alta
Brasilândia,23549.76,0.7525,0.677,14,0.0603,0.1801,5,-23.468644,-46.697294,Media
Brasilândia,24298.33,0.7088,0.589,5,0.0832,0.2645,1,-23.465949,-46.690047,Alta
Brasilândia,24356.69,0.6865,0.379,5,0.1532,0.261,2,-23.461645,-46.692566,Media
Brasilândia,23900.12,0.6974,0.355,16,0.5135,0.2344,1,-23.465001,-46.681709,Alta
Brasilândia,23099.67,0.7288,0.363,12,0.4569,0.2043,6,-23.468694,-46.68938,Media
Brasilândia,23082.39,0.7277,0.641,8,0.2305,0.1838,1,-23.468787,-46.691271,Media
Brasilândia,23402.99,0.6832,0.484,14,0.0644,0.2431,4,-23.455054,-46.685898,Media
Brasilândia,27810.6,0.6557,0.875,6,0.375,0.2774,3,-23.472951,-46.689697,Alta
Brasilândia,22939.32,0.7047,0.677,13,0.1133,0.2289,5,-23.45866,-46.689299,Baixa
Brasilândia,24420.32,0.6872,0.374,15,0.3755,0.28,6,-23.465344,-46.694029,Media
Brasilândia,24048.6,0.734,0.494,10,0.4041,0.172,5,-23.466214,-46.692403,Baixa
